dataset,column,dtype,missing_count,missing_rate,non_missing_rate,unique_count
HRS,s13earaid,float64,34302,0.7583233850643322,0.24167661493566783,2
HRS,s13earrt,float64,33465,0.7398196047221117,0.2601803952778883,5
HRS,s13eyecat,float64,41311,0.9132732015740372,0.08672679842596276,2
HRS,s13eyenr,float64,33495,0.7404828226555246,0.25951717734447544,5
HRS,s13eyefr,float64,33494,0.7404607153910775,0.2595392846089225,5
HRS,s13eyeglc,float64,40651,0.898682407038953,0.10131759296104703,2
HRS,s13sleepfal,float64,33493,0.7404386081266304,0.2595613918733696,3
HRS,s13sleepwkn,float64,33503,0.7406596807711013,0.25934031922889866,3
HRS,s13sleepwke,float64,33480,0.7401512136888182,0.2598487863111818,3
HRS,s13sleeprt,float64,33480,0.7401512136888182,0.2598487863111818,3
HRS,s13sleepsn,float64,33707,0.7451695627183093,0.25483043728169075,4
HRS,s13sleepbr,float64,37972,0.8394570455851793,0.1605429544148207,4
HRS,s13sleept,float64,37363,0.825993721536897,0.17400627846310301,2
HRS,s13stxoxy,float64,44215,0.9774726975284078,0.02252730247159218,2
HRS,s13stxpre,float64,44215,0.9774726975284078,0.02252730247159218,2
HRS,s13stxsrg,float64,44215,0.9774726975284078,0.02252730247159218,2
HRS,s13stxjaw,float64,44215,0.9774726975284078,0.02252730247159218,2
HRS,s13stxnerve,float64,44215,0.9774726975284078,0.02252730247159218,1
HRS,s13stxstrip,float64,44215,0.9774726975284078,0.02252730247159218,2
HRS,s13stxoth,float64,44215,0.9774726975284078,0.02252730247159218,2
HRS,s13stxmed,float64,44215,0.9774726975284078,0.02252730247159218,2
HRS,s13sdapnea,float64,33563,0.7419861166379272,0.25801388336207276,2
HRS,s13sdinsom,float64,33563,0.7419861166379272,0.25801388336207276,2
HRS,s13sdrstlg,float64,33563,0.7419861166379272,0.25801388336207276,2
HRS,s13sdoth,float64,33563,0.7419861166379272,0.25801388336207276,2
HRS,s14shlt,float64,35880,0.7932086483618517,0.20679135163814832,5
HRS,s14shltc,float64,36062,0.7972321704912234,0.2027678295087766,9
HRS,s14shltcf,float64,36062,0.7972321704912234,0.2027678295087766,6
HRS,s14hltc3,float64,36083,0.7976964230446124,0.2023035769553876,3
HRS,s14effort,float64,36277,0.8019852323473493,0.1980147676526507,2
HRS,s14depres,float64,36270,0.8018304814962196,0.1981695185037804,2
HRS,s14sleepr,float64,36271,0.8018525887606668,0.19814741123933322,2
HRS,s14flone,float64,36272,0.8018746960251139,0.19812530397488615,2
HRS,s14fsad,float64,36286,0.8021841977273733,0.19781580227262674,2
HRS,s14going,float64,36296,0.8024052703718442,0.19759472962815583,2
HRS,s14whappy,float64,36283,0.8021178759340319,0.19788212406596806,2
HRS,s14enlife,float64,36285,0.8021620904629261,0.19783790953707392,2
HRS,s14cesd,float64,36262,0.8016536233806428,0.19834637661935717,9
HRS,s14cesdm,float64,35876,0.7931202193040633,0.2068797806959367,7
HRS,s14vgactx,float64,35901,0.7936729009152408,0.2063270990847592,5
HRS,s14mdactx,float64,35892,0.7934739355352168,0.20652606446478317,5
HRS,s14ltactx,float64,35895,0.7935402573285582,0.20645974267144185,5
HRS,s14flusht,float64,45038,0.995666976168369,0.004333023831631033,2
HRS,s14cholst,float64,45037,0.9956448689039218,0.004355131096078213,2
HRS,s14mammog,float64,45136,0.9978334880841845,0.0021665119158155166,2
HRS,s14papsm,float64,45136,0.9978334880841845,0.0021665119158155166,2
HRS,s14prost,float64,45136,0.9978334880841845,0.0021665119158155166,2
HRS,s14bmi,float64,36008,0.7960383782110801,0.20396162178891986,394
HRS,s14height,float64,35921,0.7941150462041827,0.20588495379581728,90
HRS,s14weight,float64,35968,0.7951540876331963,0.20484591236680372,263
HRS,s14back,float64,45037,0.9956448689039218,0.004355131096078213,2
HRS,s14smokev,float64,35898,0.7936065791218995,0.20639342087810053,2
HRS,s14smoken,float64,35900,0.7936507936507936,0.2063492063492064,2
HRS,s14drink,float64,35884,0.7932970774196401,0.20670292258035994,2
HRS,s14drinkd,float64,35902,0.7936950081796879,0.20630499182031214,8
HRS,s14drinkn,float64,35910,0.7938718662952646,0.20612813370473537,16
HRS,s14hibp,float64,35885,0.7933191846840872,0.20668081531591276,4
HRS,s14diab,float64,35881,0.7932307556262989,0.20676924437370114,4
HRS,s14cancr,float64,35886,0.7933412919485343,0.2066587080514657,3
HRS,s14lung,float64,35883,0.793274970155193,0.206725029844807,4
HRS,s14heart,float64,35878,0.7931644338329575,0.20683556616704246,4
