observed_fraction,observed_rows,temporal_test_rows,latent_dim,reconstruction_id,avg_ks_statistic,avg_wasserstein_distance,correlation_structure_distance,covariance_structure_distance,target_distribution_l1_difference,test_spd,reconstructed_spd,runtime_seconds,spd_absolute_gap,utility_accuracy,utility_balanced_accuracy,utility_macro_f1,utility_roc_auc_ovr
0.3,2288,2872,20,1,0.2978064066852368,0.4047281682854445,3.1258150929977604,2.9296503360372506,0.1323119777158774,0.03492082430605775,0.013136021050269758,0.15524911880493164,0.021784803255787993,0.7771587743732591,0.6251817059570546,0.6115136453541002,0.9120729069491726
0.3,2288,2872,20,2,0.2971796657381615,0.40124656600054226,3.1436846709898925,2.907107904182018,0.09958217270194987,0.03492082430605775,0.004082680104516623,0.1509263515472412,0.03083814420154113,0.7893454038997214,0.6379878798231986,0.6211165557079636,0.9049984176966028
0.3,2288,2872,20,3,0.29734215413184767,0.40306000852776874,3.1146842952832747,2.906024847337833,0.1274373259052925,0.03492082430605775,0.0072677106759912735,0.203352689743042,0.027653113630066478,0.7886490250696379,0.6378045622833763,0.620649429664013,0.9073163838195869
0.3,2288,2872,20,4,0.2954038997214485,0.4035756988541014,3.13729840229441,2.9056813765894844,0.137883008356546,0.03492082430605775,0.02072598468693554,0.20699763298034668,0.014194839619122213,0.7910863509749304,0.6393703828153706,0.6222188258906003,0.9094219963928252
0.3,2288,2872,20,5,0.2956592386258124,0.404526379372501,3.098972789575325,2.8909752613802455,0.09122562674094714,0.03492082430605775,0.0017605121489887854,0.20064854621887207,0.033160312157068966,0.7771587743732591,0.6227558374213815,0.6121426123498039,0.9011517963775411
0.3,2288,2872,23,1,0.2913068709377901,0.4011911642940679,2.570934740094727,2.7203353686146396,0.137883008356546,0.03492082430605775,0.02072598468693554,0.24881434440612793,0.014194839619122213,0.7169220055710307,0.7378712891353341,0.6502071616602532,0.9179970785678728
0.3,2288,2872,23,2,0.2899257195914578,0.39812494731263287,2.577795921116152,2.700871445225508,0.09122562674094714,0.03492082430605775,0.0017605121489887854,0.2472696304321289,0.033160312157068966,0.7506963788300836,0.7210333167144964,0.6775381694783221,0.9196205793398461
0.3,2288,2872,23,3,0.28949628597957294,0.39651641639516877,2.5865156972180285,2.711113205183827,0.10515320334261838,0.03492082430605775,0.002738104443851086,0.250821590423584,0.032182719862206666,0.725974930362117,0.7426598448368111,0.6582386433626866,0.9194264413092571
0.3,2288,2872,23,4,0.2940111420612813,0.39743251941194047,2.613358355229909,2.7401492389315307,0.09818941504178277,0.03492082430605775,0.008199821920120115,0.23489642143249512,0.026721002385937637,0.7534818941504178,0.7143976887656662,0.676994120567931,0.9191727675272355
0.3,2288,2872,23,5,0.29296657381615604,0.40012116042626733,2.5775269485523324,2.7254359571386044,0.09679665738161569,0.03492082430605775,0.012552325623721439,0.24055194854736328,0.022368498682336313,0.7277158774373259,0.73025879785009,0.6583531609549186,0.9154122328868596
1.0,7627,2872,12,1,0.3161211699164345,0.40261377273868476,4.829843352676581,3.35869819538425,0.08565459610027858,0.03492082430605775,0.006339905275911467,0.11572694778442383,0.028580919030146285,0.7590529247910863,0.6019560451544004,0.5981603766828656,0.9105572337277162
1.0,7627,2872,12,2,0.3169568245125349,0.40619875309692594,4.888081980056588,3.401187004436971,0.09818941504178277,0.03492082430605775,0.020895922122080163,0.1379532814025879,0.014024902183977589,0.7573119777158774,0.6024018492375065,0.5969347383658464,0.9064076633217026
1.0,7627,2872,12,3,0.316655060352832,0.4085469833737887,4.803740132583303,3.3031491353460845,0.09122562674094711,0.03492082430605775,0.007228698237625786,0.13660717010498047,0.027692126068431966,0.7555710306406686,0.5999326022656705,0.5948770498299123,0.9037411528976522
1.0,7627,2872,12,4,0.3149025069637883,0.4048931637888697,4.882034067396653,3.353150315878906,0.0814763231197772,0.03492082430605775,0.018941156167433554,0.13835787773132324,0.015979668138624198,0.745125348189415,0.5912845805372372,0.5893623770290869,0.8965928021234163
1.0,7627,2872,12,5,0.31503017641597025,0.4052847279209992,4.895836562653609,3.3776006196369592,0.12256267409470754,0.03492082430605775,0.008776255477272593,0.09497904777526855,0.02614456882878516,0.7573119777158774,0.6017624873490753,0.5967581122513648,0.9065424950519632
1.0,7627,2872,16,1,0.30250696378830083,0.39910618685579546,3.605158765671208,2.933374332569648,0.12256267409470754,0.03492082430605775,0.008776255477272593,0.16799378395080566,0.02614456882878516,0.7527855153203342,0.5987875727092425,0.5916107338232883,0.9098686928198733
1.0,7627,2872,16,2,0.30383008356545965,0.3998422945886878,3.6215778722838583,2.8830953981120184,0.10445682451253484,0.03492082430605775,0.03260065795219658,0.13854503631591797,0.002320166353861175,0.7684540389972145,0.6130552506978153,0.6044174305815805,0.9145402197072882
1.0,7627,2872,16,3,0.304491643454039,0.40112416742784873,3.6185714316325766,2.966479490426971,0.12534818941504183,0.03492082430605775,0.01736468164102367,0.16286110877990723,0.01755614266503408,0.7656685236768802,0.6117708863812661,0.6012040896243935,0.9079413935893005
1.0,7627,2872,16,4,0.30270427112349113,0.3999838737673559,3.619767613553049,2.9333658806289247,0.10027855153203347,0.03492082430605775,0.01038367863417769,0.16802000999450684,0.024537145671880062,0.7771587743732591,0.6230902408456727,0.611311812493559,0.9156644580988013
1.0,7627,2872,16,5,0.29936165273909005,0.3961729703510171,3.6636410285554946,2.9576102950201824,0.14832869080779945,0.03492082430605775,0.013604558687261487,0.1631917953491211,0.021316265618796265,0.775766016713092,0.6212374578571106,0.6093786614407024,0.9148116697379279
1.0,7627,2872,20,1,0.2980965645311049,0.4026009981007586,3.0695050751654693,2.709488403906851,0.14832869080779945,0.03492082430605775,0.013604558687261487,0.21276211738586426,0.021316265618796265,0.7942200557103064,0.6412990780672181,0.6253682394157756,0.913253340196634
1.0,7627,2872,20,2,0.29792246982358406,0.40532101768565876,3.0589890833877087,2.7454032711185494,0.10933147632311982,0.03492082430605775,0.00022801642688555224,0.2133808135986328,0.0346928078791722,0.7907381615598886,0.638961342964152,0.6232101381205477,0.9182353885651606
1.0,7627,2872,20,3,0.29542711234911795,0.4051795830195497,3.026874727656945,2.645546721310712,0.10167130919220062,0.03492082430605775,0.04783306066614318,0.21192574501037598,0.012912236360085427,0.7886490250696379,0.6369949098158283,0.62080708817042,0.9183231540965549
1.0,7627,2872,20,4,0.3004410399257196,0.40451326235441554,3.0711934852135783,2.682348779638745,0.11420612813370477,0.03492082430605775,0.007801041659085878,0.20914220809936523,0.027119782646971874,0.7942200557103064,0.641546791768465,0.6243222736256373,0.9089030568131539
1.0,7627,2872,20,5,0.29936165273909,0.40603154717080453,3.025878948953412,2.6500860234808767,0.10167130919220055,0.03492082430605775,0.012427419040567406,0.2160336971282959,0.022493405265490346,0.7844707520891365,0.6305680184622922,0.6186429814162717,0.9171082018951502
1.0,7627,2872,23,1,0.29131847725162496,0.4010643128177231,2.5038032808393003,2.5782962378167165,0.11420612813370477,0.03492082430605775,0.007801041659085878,0.25421905517578125,0.027119782646971874,0.7694986072423399,0.6952323191789485,0.6849194222711613,0.9176787196969227
1.0,7627,2872,23,2,0.29430129990714954,0.40216163856050974,2.4236099676941567,2.502896152365405,0.10167130919220055,0.03492082430605775,0.012427419040567406,0.25369834899902344,0.022493405265490346,0.7169220055710307,0.7527403347276943,0.6548154521479297,0.915710718868251
1.0,7627,2872,23,3,0.2937790157845868,0.3984178687031786,2.471503157049339,2.5328193449089214,0.11838440111420609,0.03492082430605775,0.005923988455617757,0.25699877738952637,0.028996835850439995,0.7252785515320335,0.7451769906123838,0.6600532068384471,0.9178416598453332
1.0,7627,2872,23,4,0.2911792014856081,0.39889886311654527,2.427291644129866,2.4192583767438447,0.10863509749303622,0.03492082430605775,0.007306157491738852,0.25568675994873047,0.0276146668143189,0.7555710306406686,0.7340466766379687,0.6874292749024207,0.9171063640532979
1.0,7627,2872,23,5,0.29417363045496747,0.40051489358873305,2.439209819204732,2.4863001310908897,0.12116991643454038,0.03492082430605775,0.006840397691432659,0.2531874179840088,0.028080426614625092,0.7472144846796658,0.7300049552507417,0.6783011477839513,0.9123480639249122
